순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
89,9788932909240,3620140,변신,"10,620원",590원,프란츠 카프카 저/홍성광 역,열린책들,"독일인이 뽑은 〈20세기 최고의 작가〉 프란츠 카프카의 중단편 모음집이다. 여기에 수록한 작품들은 그가 생전에 책으로 출간한 작품들로, 단편 산문집 『관찰』(1913), 그의 예술적 재능을 보여 주는 대표적인 단편들인 「선고」(1913), 「화부」(1913), 『변신』(1915), 「유형지에서」(1919)와 단편집 『시골 의사』(1919)이다. 간결하고 투명한 문체의 특성을 보여 주는 네 편의 후기 소설집 『단식 광대』(1924)는 출판을 준비했으나 카프카의 사후 며칠 후에 발행되었다.",1,국내도서-소설/시/희곡
90,9791164459124,126840810,초판본 변신,"12,420원",690원,프란츠 카프카 저/한영란 역,더스토리,"세상에서 소외되어 버림받은 인간 탐구
치열한 삶을 살았던 실존주의 대표 작가의 걸작!

세상에서 소외되어 버림받은 인간을 탐구하는 카프카의 《변신》이 더스토리 1916년 오리지널 초판본 표지디자인으로 새롭게 출간되었다. 이 책에 실린 9편의 작품들에는 평생 아버지와 대립을 겪으며 작가의 길과 생활인의 길에서 방황한 카프카 자신의 고뇌가 녹아 있다. 결국 그는 독자들에게 태어나자마자 주어진 사회라는 테두리 안에서 적응하면서 본래의 자신을 잃어버리고 살아가느냐, 아니면 그것을 부정하면서 자신의 꿈에 도전하면서 살아가느냐에 대한 끊임없는 고민을 숙제로 남겼다.",2,국내도서-소설/시/희곡
91,9788937429149,43505344,페터 카멘친트,"9,720원",540원,헤르만 헤세 저/원당희 역,민음사,"『데미안』, 『유리알 유희』…… 헤르만 헤세의 기적 같은 첫 소설
작가의 인생관과 문학적 여정이 원석 상태로 담긴 찬란한 성장 소설

“이루어질 수 없는 사랑이 당신을 행복하게 하는지 아니면 비참하게 하는지 물어도 될까요? 아니면 그 둘 다입니까?”
“아, 사랑이란 우리를 행복하게 해 주기 위해 존재하는 게 아니에요. 그것은 우리가 고통과 인내 속에서 얼마나 견딜 수 있는지를 알려 주기 위해 있는 것 같아요.”
나는 그 말을 이해했다. 그리고 대답 대신 입에서 나지막한 신음이 흘러나오는 것을 막을 수가 없었다. 그녀는 그 소리를 들었다.
“아.” 하고 그녀가 말문을 열었다. “당신도 벌써 그것을 알고 있나요? 아직 이렇게 젊은데! 지금 내게 고백해 보시겠어요? 원한다면 말이죠.”
“다음 기회에는 아마 그렇게 되겠죠. 나는 오늘 기분이 좋지 않습니다. 당신까지 그런 기분으로 만들고 싶지 않습니다. 이제 돌아갈까요?”
“좋으실 대로요.",1,국내도서-소설/시/희곡
92,9788932403656,4049873,젊은 베르터의 고통,"8,100원",450원,요한 볼프강 폰 괴테 저/정현규 역,을유문화사,"서울대 독문과 강사 정현규가 번역한 괴테의 『젊은 베르테르의 슬픔』. 외래어 표기 규정대로, 베르테르를 '베르터'라고 표기했다. 일제 시대 때 우리말로 처음 번역된 이후로 이 작품은 수십여 종의 번역본이 있었다. 그동안 이 작품의 제목은 ‘젊은 베르테르의 슬픔’으로 관행처럼 정착되었다. 본 책에서는 관행처럼 사용해 온 이러한 역어들을 새롭게 정립함으로써 정본에 부합하도록 노력했다.

1772년 봄 괴테는 베츨라의 고등 법원에서 견습 생활을 하게 되었는데, 이때 법관인 부프의 집에 자주 드나들었다. 그는 곧 부프의 둘째 딸인 샤를로테를 사랑하게 되었다. 괴테는 걷잡을 수 없는 정념에 사로잡혀 괴로워했고, 결국 그로부터 벗어나기 위해 두 사람에게 편지를 남기고 베츨라를 떠났다. 그런데 얼마 뒤 역시 베츨라에서 브라운슈바이크 공사의 비서로 있던 예루살렘의 자살 소식을 들은 괴테는 큰 충격에 사로잡혔다.",1,국내도서-소설/시/희곡
93,9791170402589,125686292,그림자를 판 사나이,"13,500원",750원,아델베르트 폰 샤미소 저/최문규 역,열림원,"열림원 세계문학 다섯 번째 권으로 새롭게 선보이는 『그림자를 판 사나이』는 프랑스 출신의 독일 작가 아델베르트 폰 샤미소의 환상 소설로, 악마에게 자신의 그림자를 팔아넘긴 한 남자의 이야기를 담고 있다. 그림자를 판 대가로 그는 무한한 재물을 갖게 되어 세상의 온갖 부와 호사를 누리지만, 태양 아래 당당히 다니지 못하고 사회로부터 소외된 삶을 살게 된다. 그림자 상실로 겪는 고통과 회한 속에서 자신의 삶을 되찾기 위해 고투하는 인물의 여정을 그려낸 작품이다. 한 편의 동화처럼 기이하고 환상적인 내용 속에 인간의 깊은 고뇌를 담아낸 이 작품은 오늘날 세계적인 고전의 반열에 올랐으며, 인간의 욕망과 자유의지, 삶의 궁극적 가치에 대한 물음을 담은 걸작으로 평가된다.",1,국내도서-소설/시/희곡
94,9788932920276,89969624,사랑,"13,320원",740원,"파트리크 쥐스킨트,헬무트 디틀 공저/강명순 역",열린책들,"쥐스킨트와 헬무트 디틀이 함께 해석한 사랑의 발견 

「오르페우스 신화」를 바탕으로 하여 문학의 공통된 주제인 사랑과 그 사랑에 결합하는 죽음의 형태들을 주제로 한『사랑』은 쥐스킨트의 육성을 통해 그의 문학 세계에 직접적으로 접근할 수 있는 기회를 제공한다. 이 책에서는 쥐스킨트의 에세이「사랑과 죽음에 대하여」뿐 아니라 영화감독 헬무트 디틀과 공동 작업한 영화「사랑의 추구와 발견」의 시나리오 원문과 스틸 사진, 헬무트 디틀의 에세이「나를 해석해 봐, 이 멍청아!」등이 함께 실려 있다. 사랑하는 이를 되찾아 오기 위해 죽음과 맞서는 시인 오르페우스의 신화를 소재로 쥐스킨트가 그간 다양한 장르의 작품들을 통해 천착해 온 사랑과 죽음 그리고 예술의 문제를 다소 유머러스하면서도 깊이 있게 다룬다.",1,국내도서-소설/시/희곡
95,9788932404349,15821597,변신 · 선고 외,"10,800원",600원,프란츠 카프카 저/김태환 역,을유문화사,"이 책은 카프카의 주요 중단편 소설들을 골라 번역한 것이다. 수록 작품은 모두 카프카가 생전에 발표한 것들로, 『선고』, 『변신』, 『유형지에서』는 단행본으로 출간되었고, 나머지 작품은 단편집 『시골 의사』와 『단식술사』에 수록되었던 것이다. 역자 김태환 교수(서울대학교 독어독문학과)는 원문에의 충실성에 대한 요구와 한국어로 자연스럽게 잘 읽혀야 한다는 요구를 최대한 조화시킨다는 원칙을 가지고 많은 시간과 공을 들여 카프카의 작품을 번역하였다. 이 책을 통해 카프카가 만들어 낸 환상적이고 그로테스크한 세계를 만날 수 있을 것이다.",1,국내도서-소설/시/희곡
96,9788954646369,126159096,나르치스와 골드문트,"13,500원",750원,헤르만 헤세 저/안인희 역,문학동네,"이성과 종교의 수호자 나르치스, 감각과 예술의 방랑자 골드문트
극점에 서 있는 두 사람의 우정과 사랑

“나의 성장기 체험이 고스란히 담긴 내 영혼의 자서전.” _헤르만 헤세

노벨문학상 수상 작가이자 20세기를 대표하는 독일 작가 헤르만 헤세의 장편소설. 중세 독일 수도원을 배경으로 하여 사유와 감각, 종교와 예술, 금욕과 정열 등 서로 다른 세계를 상징하는 두 주인공이 특별한 우정을 쌓아가고, 헤어졌다가 다시 만나는 여정을 그렸다. 헤세가 평생에 걸쳐 탐구했던 ‘자기만의 길’이라는 주제를 잘 드러내는 작품이면서, 헤세 생전 가장 널리 읽힌 베스트셀러로 그의 명성을 공고히 해준 작품이기도 하다. 『데미안』을 번역한 안인희 번역가가 헤세의 다른 작품들과의 연관성을 염두에 둔 치밀한 번역을 선보인다.",1,국내도서-소설/시/희곡
97,9788954609104,3636229,파우스트 1,"9,450원",520원,요한 볼프강 폰 괴테 저/이인웅 역,문학동네,"괴테가 60여 년에 걸쳐 완성한 12,111행의 대작
전 인류의 역사에 뒤지지 않는 한 인간의 장엄한 드라마

괴테가 세상을 떠나기 전 무려 60여 년에 걸쳐 완성한 대작 『파우스트』. 괴테의 역량의 결정체라는 평가를 뛰어 넘어 독일 문학사의 거대한 기둥으로 추앙받고 있는 작품으로 전 인류의 역사에 뒤지지 않는 깊이를 지닌 인간 파우스트의 생애를 그려낸 장엄한 드라마이다.",1,국내도서-소설/시/희곡
98,9788932035048,66762022,이별없는 세대,"9,000원",500원,볼프강 보르헤르트 저/김주연 역,문학과지성사,"“파멸과 희망, 죽음과 삶, 절망과 믿음 사이에서”
스물여섯의 나이로 요절한 천재 작가, 
볼프강 보르헤르트 문학의 정수를 보여주는 대표 작품선

암울했던 한 시대에 대한 처절한 고백을 담은 볼프강 보르헤르트의 작품집 『이별 없는 세대』(김주연 옮김)가 새롭게 리뉴얼된 ‘문지 스펙트럼’ 시리즈로 출간되었다. 젊음의 가장 찬란하던 시기, 역사는 보르헤르트를 참혹한 전쟁터로, 감옥으로 내몰았다. 그의 작품 대부분은 죽음을 앞둔 2년 남짓의 짧은 기간 동안 병상에서 씌었으며, 그 작업이 바야흐로 궤도에 오를 즈음 그는 표표히 떠나버렸다. 스물여섯 해의 짧은 일생이었지만, 다행히 그의 언어는 오래도록 우리에게 남아 살아 있다.",1,국내도서-소설/시/희곡
99,9788932911588,4522373,그리고 아무 말도 하지 않았다,"11,520원",640원,하인리히 뵐 저/홍성광 역 ,열린책들,"쾰른의 선인이라 불리며 전후 독일 문단을 이끈 하인리히 뵐의 장편소설이다. 가난한 부부의 이야기를 통해 전후의 참상과 고통에 침묵해야만 했던 이들의 모습을 그려내고 있다. 1948년의 화폐 개혁 후에 서독의 대도시인 쾰른에서 벌어진 일을 부부 각자의 관점에서 그린 이 소설은 1953년 말까지 1만 7천 부 이상이 팔리며 커다란 성공을 거두었다. 이야기는 1952년 9월 30일 토요일 오전에 시작되어 10월 2일 정오경에 끝나는데, 작품의 제목은 예수의 수난을 다룬 흑인 영가「그는 아무 말도 하지 않았다」에서 따온 것이다.",1,국내도서-소설/시/희곡
100,9788937461064,1405851,이탈리아 기행 2,"12,600원",700원,요한 볼프강 폰 괴테 저/박찬기 역,민음사,"괴테가 1786년 9월부터 1788년 6월까지 약 20개월 동안 이탈리아를 여행하면서 독일의 지인들에게 보낸 서한과 일기, 메모와 보고를 손질하여 엮은 것이다. 본래 3부 구성으로 된 이 책은 1816년에 제1부가, 이듬해 10월에 제2부가 출간되었으며, 당시 제목은 “나의 삶으로부터, 제2편 1부와 2부”였다. 1829년(괴테 나이 80세) 제3부 ‘두 번째 로마 체류기’가 완성된 다음에야 비로소 『이탈리아 기행』이 완성되었다. 

이번에 출간되는 한국어 판은 국내 괴테 연구의 선구자이자 한국 괴테학회를 창설한 박찬기 명예교수(고려대, ...",1,국내도서-소설/시/희곡
101,9788986836219,1785730,마리 앙투아네트 베르사유의 장미,"15,300원",850원,"슈테판 츠바이크 저/박광자,전영애 공역",청미래,"마리 앙투아네트. 그녀가 유럽 최대의 명문 합스부르크가의 황녀로 태어나 프랑스의 왕비가 된 것은 운명의 우연이었다. 그러나 단두대에서 목이 잘린 것은 역사의 필연이었다. 그녀는 과연 프랑스 대혁명의 원인이었을까? 허영과 음모의 대명사, 욕정의 화신인가?

슈테판 츠바이크는 사실에 입각하여 그녀의 일생을 재현한다. 평범한 여인 '마리 앙투아네트'가 역사의 커다란 비극 앞에서 어떻게 변화해가는지, 보통 사람인 그녀가 역사의 수레바퀴 밑에서 어떻게 대처해 나가는지를 보여준다....",1,국내도서-소설/시/희곡
102,9791189581695,66921061,이방인 미니미니북,"3,510원",190원,알베르 카뮈 저,더클래식,,1,국내도서-소설/시/희곡
103,9788932912332,20258887,차라투스트라는 이렇게 말했다,"11,520원",640원,프리드리히 빌헬름 니체 저/김인순 역,열린책들,"서양 사상을 뿌리째 뒤흔든 혁명적인 철학자 니체
그의 중심 사상을 문학적 언어로 녹여 낸 대표작

■ 국립중앙도서관 선정 청소년 권장 도서 50선
■ 2003년 국립중앙도서관 선정 [고전 100선]
■ 1993년 서울대학교 선정 [동서 고전 200선]
■ 연세대학교 권장 도서 200권
■ 동아일보 선정 [세계를 움직이는 100권의 책]

서양 철학의 전통을 뿌리째 뒤흔들고, 20세기 이후의 사상적 흐름에 선구자적인 역할을 한 혁명적인 사상가, 니체의 사상이 집약된 대표작 『차라투스트라는 이렇게 말했다』가 열린책들 세계문학의 233번째 책으로 출간되었다. 철학서이면서도 문학적 형식을 취하고 있는 이 작품의 이야기는 산속에서 짐승들과 벗하며 은둔 생활을 하던 차라투스트라가 인간들에게 새로운 사상을 전하기 위해 산을 내려올 결심을 하게 되면서 시작된다.",1,국내도서-소설/시/희곡
104,9791193130988,134884299,싯다르타 (완역본),"9,000원",500원,헤르만 헤세 저/최유경 역,올리버,"《수레바퀴 아래서》와 《데미안》을 잇는 헤르만 헤세 성장소설의 완결판!

1922년에 발표된 《싯다르타》는 불교 사상에 바탕을 둔 성장소설로, 《수레바퀴 아래서》와 《데미안》을 잇는 헤르만 헤세 성장소설의 맥을 잇는 작품이다. 주인공의 이름인 싯다르타는 고타마 부처의 출가 전 이름으로, 인도 최고 계급 바라문(브라만)의 아들인 싯다르타가 깨달음을 얻기 위한 구도의 과정에서 겪게 되는 다양한 체험과 수행을 그리고 있다. 평생에 걸쳐 내면의 자아와 삶의 본질을 탐구해 가는 구도자 싯다르타의 이야기 속에서 우리는 헤르만 헤세의 삶과 철학을 엿볼 수 있다. 인도에서 선교 활동을 했던 아버지와 선교사이자 이름난 인도학자였던 외할아버지의 영향으로, 어린 시절부터 인도 문화를 접했던 헤르만 헤세는 자신이 불안정한 소년 시절 불교와 동양 사상에서 위로를 받았듯, 《싯다르타》를 통해 불안하고 위태로운 수많은 젊은 영혼에게 위로를 보내고 있다.",1,국내도서-소설/시/희곡
105,9791190298483,87629171,세상을 보는 지혜 (미니북),"5,310원",290원,발타자르 그라시안 저/아르투르 쇼펜하우어 편,자화상,"“자신의 행복을 점검하라. 
내 행복을 돌아보는 일은 
자신의 기질을 관찰하는 것보다 더 중요하다.”

『세상을 보는 지혜』는 스페인 작가인 발타자르 그라시안이 쓴 스페인 잠언집이다. 예수회 신부였던 그는 예술에 대한 감각, 인간관계에 대한 통찰력 등에 대해 타고난 감각을 갖고 있었는데, 그것이 망라되어 있는 책이 바로『세상을 보는 지혜』다. 이것을 쇼펜하우어가 스페인어에서 독일어로 번역하며, 새로이 구성하여 지금의 모습을 지니게 되었다.

17세기에 지어졌지만, 지금도 유효한 교훈들이 이 책 곳곳에서 발견된다. 삶의 태도에 대한 것은 물론이고, 성공, 행복에까지 인생을 살며 한번씩 생각할 법한 일들이 담겨 있는데, 눈에 띄는 것은 인간관계에 대한 교훈이 많다는 점이다.

세상은 빠르게 변한다. 정답으로 여겨졌던 많은 가치들이 틀린 답으로 드러나고 있다.",1,국내도서-소설/시/희곡
106,9788937486449,8420917,헤르만 헤세 컬렉션 세트,"63,900원","3,550원",헤르만 헤세 저/전영애 등역,민음사,"노벨 문학상을 수상한 독일 현대 문학의 거장 헤르만 헤세는 진정한 삶의 길을 탐구한 영혼의 구도자로 평가 받는다. 자아와 인생에 대한 헤세의 철학이 집약된 대표작, 『데미안』,『수레바퀴 아래서』,『싯다르타』,『나르치스와 골드문트』,『황야의 이리』,『크눌프』,『클링조어의 마지막 여름』, 『유리알 유희』을 하나로 묶은 헤세의 베스트 컬렉션이다.

*이 책은 세트상품입니다.",1,국내도서-소설/시/희곡
107,9791130665825,146646835,스물두 번째 레인,"15,750원",870원,카롤리네 발 저/전은경 역,다산책방,"꿈꾸는 것조차 사치였던 삶
그럼에도 조용히 나아가고자 했던 한 소녀의 이야기

슈피겔 베스트셀러 1위, 전 세계 13개국 수출, 누적 80만 부 판매 등 데뷔작이라고는 믿기지 않을 정도로 눈부신 업적을 달성한 카롤리네 발의 장편소설 『스물두 번째 레인』이 한국에서 출간되었다. 『스물두 번째 레인』은 고단한 일상 속에서도 조용히 앞으로 나아가려는 한 소녀의 눈부신 분투를 그린 성장소설이다. 수영장이 일상의 피난처가 된 주인공 틸다는 어린 여동생 이다와 알코올 의존이 있는 엄마를 돌보며 살아간다. 그러던 어느 날, 베를린의 한 대학에서 박사과정 제안을 받으며 틸다의 일상이 흔들리기 시작한다. 가족에 대한 책임과 좇고 싶은 꿈 앞에서 틸다는 과연 어떤 선택을 하게 될까? 꿈꾸는 일에도 죄책감을 가져야 했던 한 소녀의 눈부신 비상이 시작된다.",1,국내도서-소설/시/희곡
108,9791197951657,141819700,싯다르타,"10,620원",590원,헤르만 헤세 저/랭브릿지 역,리프레시,"헤르만 헤세의 『싯다르타』는 인간의 내면과 깨달음의 본질을 탐구한 독일 문학의 걸작으로, 삶과 윤회의 흐름 속에서 진정한 자아를 찾아가는 여정을 그린 철학적 소설이다. 1922년에 출판된 이래, 『싯다르타』는 독자들에게 삶의 의미와 내면적 평화에 대한 깊은 질문을 던지며 현대 문학의 고전으로 자리잡았다. 이 작품은 주인공 싯다르타가 세속과 고행, 사랑과 고통을 경험하며 궁극적으로 깨달음에 이르는 과정을 섬세하게 그려내며, 독자들에게 내면을 탐구하는 특별한 영감을 제공한다. 주인공 싯다르타는 부유한 브라만의 아들로 태어나 모든 것을 가진 듯 보였으나, 윤회의 굴레에서 벗어나기 위해 집을 떠난다. 고행자들과 함께하면서 금욕과 고통을 겪고, 고타마(부처)를 만나 가르침을 받지만, 타인의 가르침이 아닌 스스로의 길을 찾기로 결심한다. 세속적 삶으로 발을 돌린 그는 사랑과 욕망, 부와 성공을 경험하며 점차 영혼의 갈증과 삶의 공허함을 느낀다.",1,국내도서-소설/시/희곡
109,9788932912271,14528304,데미안,"9,720원",540원,헤르만 헤세 저/김인순 역,열린책들,"헤세의 대표작이라 할 수 있는『데미안』은 주인공 에밀 싱클레어가 데미안을 만나 내면적인 성숙에 이르는 내용을 담은 성장 소설이다. 싱클레어가 자신을 둘러싸고 있는 껍데기를 깨고 내면의 무한한 세계를 찾아가는 혹독한 여정은 불확실성의 현대 사회에서 자신의 꿈을 이루고 자아 정체성을 확립하려는 이들에게 이정표를 제시했다. 청소년기의 깊은 고뇌와 갈등, 자아실현의 과정은 당시 헤세가 몰두하던 정신 분석학의 깊은 사상과 내용이 문학적 형상을 통해 정교하게 형상화되어 한 권의 책이 되었다.",1,국내도서-소설/시/희곡
110,9788932475585,147330092,어느 아이 이야기,"16,200원",900원,김안나 저/최윤영 역,을유문화사,"나를 틀 안에 넣은 사람은 내가 아닌 세상 모두인데
왜 그 삶을 책임지는 사람은 나여야 하는가?

전 유럽에서 주목하는 한국계 오스트리아 작가 김안나
최신작이자 대표작 국내 최초 출간

1950년대 미국의 한 소도시에서 아이가 태어난다. 미혼모인 어머니는 아이가 입양되기를 바란다고 한다. 그런데 곧 병원에서 문제를 발견한다. 어머니는 백인인데 아이가 흑인 혼혈처럼 보인다는 것이다. 작은 도시는 아이에 관한 소문으로 들썩인다. 아버지는 누구이며, 왜 이 어머니는 입을 열지 않는가? 그러나 떠들기 좋은 여러 사건이 그렇듯, 이 사건 역시 세월이 지나면서 사람들의 기억에서 사라졌다. 시간이 지난 2013년, 그 도시의 대학에 초청받은 오스트리아 작가 프란치스카는 자취방을 구하다가 우연히 이 사건의 존재를 알게 된다. 인종차별이 만연하던 시기에 흑인과 백인 혼혈로 살아가야 했던 한 아이의 삶은 프란치스카에게 깊은 인상을 남긴다.",1,국내도서-소설/시/희곡
111,9788932924625,133810122,데미안,"7,920원",440원,헤르만 헤세 저/김인순 역,열린책들,"정수만을 담아 간결하고 간편하게
열린책들 세계문학 모노 에디션 시즌 2

열린책들 세계문학에서 꾸준히 사랑받아 온 작품들을 엄선해 선보인 모노 에디션이 두 번째 시즌으로 돌아왔다. 세계문학 전집의 정수만을 담아 한층 간결하고 간편한 형태로 펴낸 모노 에디션은 작품 선정에서 책의 장정까지, 덜어 내고 또 덜어 내 고갱이만을 담았다. 열린책들 세계문학이 풍성한 목록과 견고한 하드커버 장정으로 독자들과 만나 왔다면 모노 에디션은 엄선한 목록과 가벼운 장정, 8,800원이라는 파격적인 가격으로 좀 더 친숙하고 쉽게 고전들을 만나는 기회를 열어 준다. 또한 최대한 덜어 내되 디자인과 품질에 대한 고민은 더 많이 녹여 내 최소한으로도 모자람이 없는 완결성을 추구했다. 대문호 도스토옙스키의 대작에서 SF의 효시, 영원한 청춘의 고전까지, 우리가 사랑하는 고전으로 향하는 가벼운 발걸음, 모노 에디션을 더욱 풍성해진 목록으로 다시 만나자.",1,국내도서-소설/시/희곡
112,9791158791919,110685711,영원한 우정으로 1,"14,220원",790원,넬레 노이하우스 저/전은경 역,북로드,"전 세계에 독일 미스터리를 각인시킨 작가 넬레 노이하우스의 대표작이자 유럽 최고 인기 시리즈인 ‘타우누스 시리즈’의 신작 『영원한 우정으로』가 출간됐다. 강력한 몰입도를 자랑하는 촘촘한 미스터리 서사, 매력 넘치는 인물들, 섬세한 심리 묘사, 유려하고 위트가 살아 있는 문체, 삶의 이면을 돌아보게 하는 성찰적 글쓰기로 정평이 난 넬레 노이하우스의 진가는 시리즈 열 번째 작품인 『영원한 우정으로』에서 한층 탁월하게 빛난다. 

‘영원한 우정’으로 맺어진 남자 둘, 여자 셋. 그들 안에서 발생한 살인사건이 이번 신작의 중심에 있다. 호프하임 경찰서 강력11반의 환상 콤비 피아와 보덴슈타인은 이 살인사건이 1980년대에 그 친구들 사이에서 있었던 오래되고 비밀스러운 미스터리들과 긴밀히 얽혀 있음을 깨닫고 ‘영원한 친구들’의 과거, 그들의 20대의 꿈과 욕망으로 한 걸음씩 잠입해간다.",1,국내도서-소설/시/희곡
113,9791168341647,124769158,프랭키,"15,120원",840원,"요헨 구치,막심 레오 저/전은경 역",인플루엔셜,"“너, 내 집사가 돼라!”
죽기로 결심한 그 밤, 프랭키가 찾아왔다

★《슈피겔》, 아마존 독일 베스트셀러
★ 전 세계 22개국 번역 수출

의자에 올라가 밧줄을 목에 건 남자. 사고로 떠나보낸 아내의 곁으로 가려는 그때, 고양이 한 마리의 방해로 모든 것을 망치고 만다. 살기 싫은 인간 골드와 말하는 고양이 프랭키의 동거는 그렇게 황당하고, 갑작스럽고, 반갑지 않게 시작되었다. 뻔뻔하게 눌러앉아버린 프랭키의 집사가 된 골드는 점점 더 큰 스케일의 요구를 들어주느라 죽을 시간도 부족해진다. 그런데 어째서일까? 황당한 일에 함께 어울리는 게 싫지만은 않다. 삶의 의미를 잃었던 골드는 자신도 모르는 사이 프랭키가 새로운 삶의 의미가 되었음을 깨닫는다.

출간 전부터 전 세계 22개국 번역 수출 계약을 확정하고 출간 즉시 독일의 유력 언론 《슈피겔》과 서점 베스트셀러에 이름을 올린 화제작 《프랭키》가 출간되었다.",2,국내도서-소설/시/희곡
114,9791164459186,127258901,초판본 젊은 베르테르의 슬픔,"13,320원",740원,요한 볼프강 폰 괴테 저/허승진 역,더스토리,"독일 문학의 대문호, 낭만주의자 괴테
고독하면서도 열렬한 사랑의 열병을 전하다

괴테는 80년 넘는 생애 동안 시와 소설, 희곡과 산문, 많은 양의 서한을 남겼다. 《젊은 베르테르의 슬픔》같은 베스트셀러에서 《파우스트》같은 대작에 이르기까지 다양하고도 폭넓은 작품을 선보였다. 《젊은 베르테르의 슬픔》은 18세기 전 유럽을 떠들썩하게 만든 가장 성공한 문학 작품이라 해도 과언이 아니다. ‘베르테르 효과’가 일어날 정도로 많은 사람들이 소설 속 자살을 시도했으며, 새로운 낭만적인 사랑을 꿈꾸며 이혼하는 사람들도 생겨났다. 더 나아가 주인공 베르테르가 입던 푸른 연미복과 노란 바지가 유행했으며, 그의 화술을 따라하는 젊은이들도 많았다. ‘베르테르의 열병’이라 할 정도로 뜨거웠던 《젊은 베르테르의 슬픔》은 오늘날에도 여전히 많은 독자들의 사랑을 받고 있다.",2,국내도서-소설/시/희곡
115,9791158791926,110685913,영원한 우정으로 2,"14,220원",790원,넬레 노이하우스 저/전은경 역,북로드,"전 세계에 독일 미스터리를 각인시킨 작가 넬레 노이하우스의 대표작이자 유럽 최고 인기 시리즈인 ‘타우누스 시리즈’의 신작 『영원한 우정으로』가 출간됐다. 강력한 몰입도를 자랑하는 촘촘한 미스터리 서사, 매력 넘치는 인물들, 섬세한 심리 묘사, 유려하고 위트가 살아 있는 문체, 삶의 이면을 돌아보게 하는 성찰적 글쓰기로 정평이 난 넬레 노이하우스의 진가는 시리즈 열 번째 작품인 『영원한 우정으로』에서 한층 탁월하게 빛난다. 

‘영원한 우정’으로 맺어진 남자 둘, 여자 셋. 그들 안에서 발생한 살인사건이 이번 신작의 중심에 있다. 호프하임 경찰서 강력11반의 환상 콤비 피아와 보덴슈타인은 이 살인사건이 1980년대에 그 친구들 사이에서 있었던 오래되고 비밀스러운 미스터리들과 긴밀히 얽혀 있음을 깨닫고 ‘영원한 친구들’의 과거, 그들의 20대의 꿈과 욕망으로 한 걸음씩 잠입해간다.",1,국내도서-소설/시/희곡
116,9788979446593,62052987,변신,"8,100원",450원,프란츠 카프카 저/송소민 역,책만드는집,"실존주의 문학의 선구자 프란츠 카프카
20세기 대표적인 독일어권 소설가인 프란츠 카프카의 대표작 「변신」. 

「변신」에서는 한 집안의 든든한 가장이자 기둥이었던 한 인물이 경제적 기능을 상실함으로써 가족들로부터 점점 소외되어가는 과정을 담고 있다. 여기서 우리는 ‘가족’의 의미에 대해 생각을 짚어볼 수 있을 것이다. 가족이란 그 자체의 존재만으로 결합을 충족시킬 수는 없는 것인가, 어떤 ‘조건’이 부합되어야만 성립되는 것인가 하는 물음말이다. 한때 그렇게도 사랑하고 감사했던 아들이자 오빠였던 그를, 다른 모습으로서는 인정할 수 없어 끝내는 부인하고 만 부모와 여동생이었다. 그레고르의 희생에 대한 그 감사와 사랑도 차츰 습관화되면서 그러한 감정을 점점 잊어가게 된 것이다. 그리고 마침내 그가 경제적 가장의 자리를 잃게 되자 남은 가족이 그 자리를 채움으로써 그레고르의 실존적 위치는 사라지고 말았다.",1,국내도서-소설/시/희곡
117,9788932403410,3099854,휘페리온,"10,800원",600원,프리드리히 횔덜린 저/장영태 역,을유문화사,"을유문화사의 새로운 세계문학전집 중 열한 번째 책인 프리드리히 횔덜린의 『휘페리온』. 이 작품은 「빵과 포도주」의 시인, 횔덜린의 서정적 교양 소설로, “그리스의 은자”라는 부제가 붙어 있다. 터키의 압제 아래 있던 18세기 후반 그리스를 배경으로, 주인공인 휘페리온의 자기 성찰과 의식의 형성 과정을 중심으로 전개된다. 그 기저에는 ‘모순’과 ‘분리’를 지양하고 ‘포괄적인 전체’ 혹은 ‘존재의 시원’에 이르고자 하는 정신이 관류하고 있다.",1,국내도서-소설/시/희곡
118,9788937460760,364109,푸른 꽃,"12,600원",700원,노발리스 저/김재혁 역,민음사,"낭만주의 시 정신을 체현한 독일의 대표 시인 노발리스
‘푸른 꽃’을 찾아 떠나는 환상적이고 신비로운 모험
현실과 꿈의 경계를 지우고 동화의 세계를 구현하는 낭만주의의 상징적 작품

“개체는 전체 속에 살고, 전체는 개체 속에 살리라. 너희 가슴속의 심장은 부풀어 오르리라, 단 하나의 삶의 입김을 받아.”

『푸른 꽃』은 이상화된 중세를 배경으로 전설의 기사 오프터딩엔의 신비로운 모험을 그린 작품으로, 노발리스는 이 작품을 통해 괴테, 슐레겔 등과 함께 독일 낭만주의를 대표하는 작가가 되었으며 ‘푸른 꽃’은 세계 문학의 전통에서 낭만주의의 전형적인 상징으로 자리 잡았다.",1,국내도서-소설/시/희곡
