순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
47,9791160073133,66318357,동트기 힘든 긴 밤,"13,320원",740원,쯔진천 저/최정숙 역,한스미디어,"공공장소에 시체를 유기하려던 용의자가 수백 명의 목격자 앞에서 체포되었다. 증인과 증거, 진술을 확보한 검찰이 용의자를 정식 기소하지만, 그는 재판정에서 갑자기 진술을 번복하며 사건을 새로운 국면으로 이끈다. 재수사 과정에서 전직 검찰관인 피해자가 십여 년 전 일어난 살인사건의 진실을 끈질기게 조사해 왔다는 사실이 밝혀지는데……. 진실을 밝히기 위해 젊음, 일, 명예, 미래, 가정뿐만 아니라 자신의 생명까지 바친 한 남자의 삶이 조금씩 베일을 벗는다!",2,국내도서-소설/시/희곡
48,9788934943679,117371688,도둑맞은 자전거,"16,020원",890원,우밍이 저/허유영 역,비채,"현대 대만 문단을 대표하는 대만 국민작가 우밍이의 국내 첫 장편소설. 주인공 ‘청’이 자전거라는 매개체를 통해 아버지의 과거를 추적하는 이야기를 펼쳐 보인다. 대만 현대화 과정, 식민 시대의 역사, 전쟁에 휘말린 인간과 동식물의 일생이 켜켜이 얽혀 하나의 그림으로 직조되는 작품. “시적이고 아름다우며 환상적인 이야기, 섬세하고 상상력 넘치는 문장이 소설을 다채롭게 물들인다” “대만 100년사의 기억과 자연환경에 대한 고찰이 뛰어나며 매혹적인 서사가 시선을 사로잡는다” 등의 찬사와 함께 출간 직후 큰 반향을 일으킨 것은 물론, 대만 최초로 맨부커 인터내셔널상에 노미네이트되며 대만 문학사에 한 획을 그었다.",1,국내도서-소설/시/희곡
49,9788925568829,89240900,이문열 삼국지 4,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
50,9788934983378,66532241,소오강호 세트,"92,160원","5,120원",김용 저/전정은 역,김영사,"세상은 정의를 외치지만 추악하다. 권력을 움켜쥐려는 자들은 불의도 서슴지 않는다. 신의를 중시하는 강호 세계도 마찬가지다. 명문 정파든 사파든 다들 정상에 오르기 위해 아닌 척하며 뒤에서 칼을 간다. 권력과 이득을 손에 넣기 위해 수단과 방법을 가리지 않는다. 몇 십 년을 수련한 강호 고수조차 인간의 온갖 더러운 모습을 갖고 있다. 어떤 나라든, 어떤 시대든 화려한 빛깔과 소리에 사로잡혀 눈과 귀를 잃은 사람들은 항상 존재한다. 김용이 『소오강호』를 집필할 때, 중국에서는 문화대혁명과 권력 투쟁이 한창이었다. 당권파와 반란파는 서로 더 큰 힘을 차지하기 위해 물불 가리지 않았고, 그 모습은 믿기 싫지만 믿을 수밖에 없는 인간의 본성을 고스란히 드러냈다. 『소오강호』는 영호충이라는 인물을 내세워 이들의 오만과 어리석음을 풍자하는 이야기다.",1,국내도서-소설/시/희곡
51,9788925568843,89240903,이문열 삼국지 5,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
52,9788934985808,89837911,신조협려 세트,"92,160원","5,120원",김용 저/이덕옥 역,김영사,"이 소설만큼 완전하고도 깊이 있는 이야기는 없다!
마력적인 재미와 풍부한 상상력으로 독자들의 뜨거운 찬사를 받은 작품

무협소설의 새로운 경지를 보여주었다는 평가와 함께, 전 세계 3억 부 이상 판매를 기록하며 중국문학의 금자탑이라 불리는 신필(神筆) 김용의 대표작 『신조협려』 최신 완역판. 사부와 제자라는 금기를 깨고 완전한 사랑을 이루고야 마는 양과와 소용녀! 그리고 이들의 사랑을 방해하는 무림 고수들과 몽고의 무사들, 그리고 『사조영웅전』에 등장했던 곽정과 황용, 동사, 서독, 남제, 북개, 중신통까지. 나라와 민족의 이름을 걸고 펼쳐지는 의인 협객들의 영웅적 삶과 애정의 대서사시가 펼쳐진다. 대한민국에 무협 르네상스 시대를 연 고전 중의 고전이다.",1,국내도서-소설/시/희곡
53,9791159253775,67515375,어얼구나강의 오른쪽,"16,200원",900원,츠쯔젠 저/김윤진 역,들녘,"중국 문학을 대표하는 ‘놀랍고 대담한 이야기꾼’ 츠쯔젠이 다룬 중국 동북부 소수민족인 어원커족의 생존방식 및 최근 100여 년간의 변화상. 어원커족은 중국과 러시아 국경지대(현재 내몽고 자치구)의 아르군강 오른쪽 연안에서 몇 백 년째 살고 있는 부족으로 흔히 ‘중국 최후의 수렵민족’이라고 불린다. 소설은 어원커족 마지막 추장의 여인이 화자가 되어 그녀의 입을 통해 부족이 혹한·맹수·역병과 싸우며 거친 자연에 적응해 살아온 이야기와 일본 제국주의의 침략, 문화대혁명의 광풍 등 여러 현대 문명의 격랑에서 생존을 위해 고군분투했던 과정을 그리고 있다.",1,국내도서-소설/시/희곡
54,9788931024456,142251628,아Q정전·광인일기,"9,900원",550원,루쉰 저/정석원 역,문예출판사,"시대의 예민한 관찰자이자 중국 국민의 영원한 스승!
루쉰이 문학을 통해 그려낸 
혁명기 중국 사회의 암울한 현실과 민중의 삶 

1920년대 현대 중국문학을 문자 그대로 ‘탄생시킨’ 중국 현대문학의 아버지, 루쉰은 톨스토이와 위고에 비견되는 위대한 작가이자 사상가, 혁명가다. 이 책은 중국 신문학의 개척자 루쉰의 대표 중단편선으로 1922년 작품집 《눌함》의 출간에 부쳐 루쉰이 직접 쓴 서문 〈자서〉와 그의 대표작인 〈아Q정전〉, 〈광인일기〉를 비롯한 열한 편의 중단편이 수록되었다. 

20세기 초 중국 근대의 실현을 위해 치열하게 싸워온 위대한 문학가이자 사상가 루쉰은 봉건적 지배계급의 비인간성, 보수적 지식인의 허위의식 등을 풍자한다. 또한 대중을 핍박하는 지배계급에 대항하기보다는 오히려 같은 처지의 사람들과 서로 싸우고 박해하는 현대인의 속물근성을 꼬집는다.",1,국내도서-소설/시/희곡
55,9788925568867,89240908,이문열 삼국지 7,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
56,9788971847244,1026,허삼관 매혈기,"12,600원",700원,위화 저/최용만 역,푸른숲,"중국 제3세대 소설가 위화의 세 번째 장편소설. 96년,출간되자마자 중국 독서계를 뒤흔들며 베스트셀러 수위에 오른 이후 4년이지난 지금까지 부동의 자리를 차지하고 있는 문제작이다.이 작품에서 작가는 살이가기 위해 그야말로 목숨 건 매혈로 여로를 걷는 한 남자의 고단한 삶을 희비극이 교차하는 구조적 아이러니로 드러내면서 한층 정교하고 심화된 주제의식을 ...",1,국내도서-소설/시/희곡
57,9788901237220,80080331,인민을 위해 복무하라,"13,500원",750원,옌롄커 저/김태성 역,웅진지식하우스,"출간 즉시 전량 회수, 홍보·비평·게재·각색 금지…
금서(禁書)로 지정되며 폭발적 논란을 일으킨 최고의 화제작
중국 현대 문학의 거장 옌롄커의 대표작

“놀랍게도 무례한 풍자, 부조리, 유머, 재치가 넘친다.” ㅡ LA 타임스

“옌롄커의 풍자는 마오이즘의 이상과 그것이 품은 거짓의 결말을 훌륭하게 드러낸다. 또한 이 작품은 타협된 관계와 성취되지 않은 소망에 관한 이야기이기도 하다.” ㅡ 퍼블리셔스 위클리

“거의 모든 페이지가 역설적이다. 아, 물론 관능적이기도 하다.” ㅡ 북리스트

현재 중국 평단의 지지와 대중의 호응을 동시에 받으며 ‘가장 폭발력 있는 작가’로 평가되는 소설가 옌롄커(閻連科). 그는 문단의 평가나 대중적 인기에 무관하게 오로지 작품을 통해 가장 본질적인 작가의 세계관을 드러내고 문학의 본원을 지향하는 작가로 평가받는다.",1,국내도서-소설/시/희곡
58,9788925568898,89240932,이문열 삼국지 10,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
59,9788932014043,355833,서유기 제1권,"11,700원",650원,오승은 저/임홍빈 역,문학과지성사,"『삼국연의』『금병매사화』『수호전』과 함께 중국 4대 기서(奇書) 중의 하나로 꼽히지만 다른 작품들에 비해 제대로 된 완역본을 만나기 힘들었던『서유기』가 7월까지 총 10권으로 완간된다.『서유기』를 제대로 읽는다는 것은 유불도 3교에 중국 고대 신화와 전설이 모두 녹아 있는 동양적 판타지의 정수와 만나는 일이다. 캐릭터 중심의 아동물에서 벗어나, 명나라 당시의 암울한 정치와 도교를 우회적으로 조롱하는 풍자문학의 걸작으로 다시 만나는『서유기』.",1,국내도서-소설/시/희곡
60,9788925568850,89240907,이문열 삼국지 6,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
61,9788934920793,123184214,의천도룡기 세트,"106,560원","5,920원",김용 저/임홍빈 역,김영사,"“무림지존 도룡도와 의천검을 차지한 자가 세상을 지배한다!”
오천 년 동양의 지혜와 문화를 꿰뚫는 〈사조삼부곡〉의 완결판

원명 교체기라는 혼란한 시대에 격랑 많은 운명을 타고난 장무기가 절대 무공 비법을 통해 강호 최고의 고수가 되기까지의 파란만장한 모험기를 담은 김용의 대표작 『의천도룡기』 정식 완역본! 천하무적의 병기로 알려진 ‘의천검’과 ‘도룡도’를 둘러싸고 벌어지는 수많은 무림 고수들의 혈투, 명교인과 육대문파 간의 오랜 은원관계, 장무기와 펼치는 조민, 주지약, 아소, 은리의 로맨스 등 다양한 사건과 애끓는 사연이 강호를 수놓는다. 웅장한 역사와 탁월한 상상력, 생생한 캐릭터와 치밀한 구성, 박진감 넘치는 묘사와 높은 완성도로 뜨거운 찬사를 받은 무협소설 마니아들의 필독서! 진정한 영웅들의 의리와 고뇌, 사랑이 우리 가슴속에서 뜨겁게 부활한다.",1,국내도서-소설/시/희곡
62,9788954447454,103072536,일광유년,"21,600원","1,200원",옌롄커 저/김태성 역,자음과모음,"“이 작품은 평생에 걸친 저의 글쓰기 가운데 
가장 큰 전환점이자 가장 기념할 만한 글쓰기 프로젝트의 구축이었습니다.”
가장 유력한 노벨문학상 후보 옌렌커의 대표작

제1회, 2회 루쉰문학상과 제3회 라오서문학상을 수상했고, 중국 문단의 지지와 대중의 호응을 동시에 성취한 ‘가장 폭발력 있는 작가’로 평가받고 있는 옌롄커의 『일광유년(日光流年)』이 출간되었다. 옌롄커는 해마다 가장 유력한 노벨문학상 후보로 꼽히고 있는 살아 있는 거장이며, 그의 작품들은 미국과 영국, 일본, 프랑스, 이탈리아를 비롯한 세계 20여 개국에 번역 출간되었다. 『일광유년(日光流年)』은 옌롄커 스스로 가장 큰 전환점이자 가장 기념할 만한 글쓰기 프로젝트라고 평가한 작품이다.

『일광유년』은 한 마을의 대를 잇는 참혹의 세월을 기록하며, 권력과 성애와 생육에 대한 인간의 욕망을 담아냈다. 문명에서 외따로 떨어져 있는 마을 산싱촌. 그곳에서는 몇 대에 걸쳐 원인 모를 목구멍 병이 횡행하고 있다.",2,국내도서-소설/시/희곡
63,9788974784393,101388734,"사람아 아, 사람아!","16,200원",900원,다이허우잉 저/신영복 역,다섯수레,"50만 독자가 선택한, 
방송인 오상진과 김소영을 이어준 책
“이런 소설을 읽고 있으면 사는 일이 새삼스레 향기로워지려고 한다.”
- 故 법정 스님

휴머니즘을 소환하는 시대, 『사람아 아, 사람아!』를 다시 꺼낸다. 이 책은 1991년 국내 첫 출간 이래, 먼저 읽어본 이가 다른 이에게 추천하는 형식으로 오늘날까지 꾸준한 사랑을 받아 왔다. 책에 꾹꾹 눌러 담긴 ‘삶’에 대한 깊은 탐구, ‘인간’에 대한 성숙한 이해는 아무리 시대가 변하더라도 우리 모두가 언젠가 한번쯤은 고민하고 지나쳐야 할 문제이기 때문일 것이다. 그러나 시간이 지나 우리의 말도 사뭇 달라졌을 뿐 아니라, 문화대혁명이라는 소설의 시대적 배경을 이해하는 독자들 역시 매우 적어졌다. 이번 개정판에서는 『사람아 아, 사람아!』 고유의 분위기를 만들어주신 신영복 선생님의 문체는 그대로 유지하되, 오늘날에 맞춰 표현을 다듬고 소설의 배경에 대한 간단한 설명도 추가했다.",2,국내도서-소설/시/희곡
64,9788925568881,89240915,이문열 삼국지 9,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
65,9791156756910,40985491,형제 1,"16,020원",890원,위화 저/최용만 역,푸른숲,"모든 가치관과 도덕이 무너지고, 
‘돈’으로 표상되는 새로운 질서로 재편되는 현대 중국 사회의 초상

이후 개혁개방 시대가 도래하면서 이 작품의 배경인 류진이라는 소읍(小邑)에도 변화의 바람이 불어닥친다. 자신의 일자리를 되찾기 위해 현 정부 청사 정문 앞에서 무기한 연좌 시위에 돌입한 이광두는 입에 풀칠이나 하기 위해 폐품 수집을 하다가 그 일을 기반으로 대형 사업체를 운영하게 된다. 한편, 수익을 내지 못하는 국영기업 공장들이 퇴출되면서 노동자들이 해고되고, 그 해고자 중 한 명인 이광두의 형 송강은 고군분투하다가 결국 떠돌이 사기꾼이 되고 만다. 

작가는 1부와 2부에서 시대적·역사적 양극단을 보여주고, 2부에서는 형제인 이광두와 송강을 대비시켜 동시적인 양극단을 보여준다. 양극단 사이의 수많은 스펙트럼들까지도 빠트리지 않고 소설 속에 녹여냈다.",1,국내도서-소설/시/희곡
66,9791156756927,40985625,형제 2,"16,020원",890원,위화 저/최용만 역,푸른숲,"모든 가치관과 도덕이 무너지고, 
‘돈’으로 표상되는 새로운 질서로 재편되는 현대 중국 사회의 초상

이후 개혁개방 시대가 도래하면서 이 작품의 배경인 류진이라는 소읍(小邑)에도 변화의 바람이 불어닥친다. 자신의 일자리를 되찾기 위해 현 정부 청사 정문 앞에서 무기한 연좌 시위에 돌입한 이광두는 입에 풀칠이나 하기 위해 폐품 수집을 하다가 그 일을 기반으로 대형 사업체를 운영하게 된다. 한편, 수익을 내지 못하는 국영기업 공장들이 퇴출되면서 노동자들이 해고되고, 그 해고자 중 한 명인 이광두의 형 송강은 고군분투하다가 결국 떠돌이 사기꾼이 되고 만다. 

작가는 1부와 2부에서 시대적·역사적 양극단을 보여주고, 2부에서는 형제인 이광두와 송강을 대비시켜 동시적인 양극단을 보여준다. 양극단 사이의 수많은 스펙트럼들까지도 빠트리지 않고 소설 속에 녹여냈다.  ‘원래 10만 자 분량의 소설을 구상했으나, […] 50만 자가 넘게 되었다’는 작가의 말처럼, 위화는 근·현대 중국 사회를 예리하고도 자세하게도 묘사하며 생동감 있는 캐릭터들을 구현해냈다. 

다양한 얼굴을 가지고 있는 중국. 흔히들 중국의 한 단면만 보고 판단을 내리지 말자고 이야기한다. 그러나 문제는 중국이 도대체 몇 겹의 얼굴을 가지고 있는지 알 길이 없다는 점이다. 여기서 위화의 작품이 역할을 해준다. 중국이 가지고 있는 여러 얼굴과 그 얼굴을 가지게 된 연유를 문학적으로 승화시켜 전 세계인들에게 중국을 들여다보는 창이 되어주고 있다. ",1,국내도서-소설/시/희곡
67,9788937463907,105763450,찻집,"8,100원",450원,라오서 저/오수경 역,민음사,"북경 서민의 삶을 경쾌하고 해학적인 일상의 언어로 그려 낸
중국 3대 문호 라오서
격동의 중국 근대, 북경의 한 찻집을 무대로 펼쳐지는 민초들의 파란만장한 인생사

루쉰(魯迅), 바진(巴金)과 함께 중국 3대 문호로 불리는 라오서(老舍)의 걸작 희곡 『찻집』(1957)이 민음사 세계문학전집 390번째 책으로 출간되었다. 『찻집』은 1958년 북경인민예술극원의 초연 이래 2021년 현재까지 무려 700회 넘게 무대에 오른 명실상부 현대 중국을 대표하는 희곡이다. 공연이 열릴 때마다 매진을 거듭하여 “「찻집」 현상”이라는 말이 생겼을 만큼 북경 사람들의 사랑을 듬뿍 받는 작품이기도 하다. 

『찻집』에는 혼돈의 중국 근대를 살아간 북경 서민들의 애환이 담겨 있다. 세파에 시달리면서도 대를 이어 가며 꿋꿋이 제자리를 지켜 온 북경의 한 유서 깊은 찻집이 역사의 격랑 속에 쇠락해 가는 씁쓸한 풍경에는 민초들의 신산한 삶이 서려 있다.",1,국내도서-소설/시/희곡
